"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
210,"Wimmera","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","143.36","4.98","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
210,"Wimmera","Water source - Town or reticulated mains supply - Total volume used (ML)","1258.32","159.15","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
3,"Queensland","Water source - Total volume of water from all sources (ML) (b)","1987653.18","10605.38","Water source","",""
3,"Queensland","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","709897.71","1316.49","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
3,"Queensland","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","214290.46","4675.07","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
3,"Queensland","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","440531.56","2404.21","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
3,"Queensland","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","335087.93","1211.47","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
3,"Queensland","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","105443.64","1253.73","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
3,"Queensland","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","592045.88","5739.37","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
3,"Queensland","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","29013.2","156.8","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
3,"Queensland","Water source - Town or reticulated mains supply - Total volume used (ML)","784.25","184.04","Water source","Town or reticulated mains supply ","Total volume used (ML)"
3,"Queensland","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","1090.11","15.58","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
301,"Burnett Mary","Water source - Total volume of water from all sources (ML) (b)","312690.54","1944.6","Water source","",""
301,"Burnett Mary","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","145001.74","396.33","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
301,"Burnett Mary","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","44057.02","922.5","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
301,"Burnett Mary","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","59582.8","571.3","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
301,"Burnett Mary","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","51188.26","341.65","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
301,"Burnett Mary","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","8394.54","249.33","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
301,"Burnett Mary","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","61627.92","855.3","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
301,"Burnett Mary","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","1437.23","13.8","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
301,"Burnett Mary","Water source - Town or reticulated mains supply - Total volume used (ML)","56.24","7.72","Water source","Town or reticulated mains supply ","Total volume used (ML)"
301,"Burnett Mary","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","927.6","2","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
302,"Cape York","Water source - Total volume of water from all sources (ML) (b)","710.07","18.38","Water source","",""
302,"Cape York","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","10","2","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
302,"Cape York","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","210.61","5.66","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
302,"Cape York","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","210.61","5.66","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
302,"Cape York","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","489.46","12.72","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
303,"Condamine","Water source - Total volume of water from all sources (ML) (b)","80913.35","854.27","Water source","",""
303,"Condamine","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","2156.96","10","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
303,"Condamine","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","18800.42","291.93","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
303,"Condamine","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","14221.51","79.24","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
303,"Condamine","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","4379.77","20.13","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
303,"Condamine","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","9841.74","60.88","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
303,"Condamine","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","45215.81","663.87","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
303,"Condamine","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","517.14","5.84","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
303,"Condamine","Water source - Town or reticulated mains supply - Total volume used (ML)","1.51","2.02","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
304,"Cooperative Management Area","Water source - Total volume of water from all sources (ML) (b)","4975.67","13.58","Water source","",""
304,"Cooperative Management Area","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","3035.44","5.56","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
304,"Cooperative Management Area","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","962.57","5.78","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
304,"Cooperative Management Area","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","76","1","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
304,"Cooperative Management Area","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","886.57","4.78","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
304,"Cooperative Management Area","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","977.66","8.02","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
305,"Desert Channels","Water source - Total volume of water from all sources (ML) (b)","45062.51","470.69","Water source","",""
305,"Desert Channels","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","4319.61","190.84","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
305,"Desert Channels","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","2921.07","76.47","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
305,"Desert Channels","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","93.84","1.88","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
305,"Desert Channels","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","2827.23","74.6","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
305,"Desert Channels","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","37584.25","348.5","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
305,"Desert Channels","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","214","2","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
305,"Desert Channels","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","23.59","1.12","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
306,"Fitzroy Basin","Water source - Total volume of water from all sources (ML) (b)","229299.97","1461.39","Water source","",""
306,"Fitzroy Basin","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","80121.14","68.68","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
