Region code,Region label,Commodity description,Estimate,Number of agricultural businesses,Type,Category,Process
206,North Central,Number of agricultural businesses irrigating (no.),1114.42,1114.42,#VALUE!,,
206,North Central,Water source - Total volume of water from all sources (ML) (b),322916.98,1782.57,Water source ,,
206,North Central,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),205689.61,883.74,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
206,North Central,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),5304.59,428.3,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
206,North Central,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",35752.09,284.56,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
206,North Central,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",34243.29,247.39,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
206,North Central,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",1508.8,43.75,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
206,North Central,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",73067.08,446.83,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
206,North Central,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",1770.41,23.66,Water source ,"Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ",Total volume used (ML)
206,North Central,Water source - Town or reticulated mains supply - Total volume used (ML),1322.69,181.16,Water source ,Town or reticulated mains supply ,Total volume used (ML)
206,North Central,Water source - Other sources of water (excluding rainfall) - Total volume used (ML),10.5,2.63,Water source ,Other sources of water (excluding rainfall) ,Total volume used (ML)
206,North Central,Water use - Total area watered (ha),122410.64,1114.42,Water use ,,
206,North Central,Water use - Total volume applied (ML),291940.57,1114.42,Water use ,,
206,North Central,Water use - Total application rate (ML/ha),2.38,..,Water use ,,
206,North Central,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),912343.19,2388.27,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
206,North Central,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),55963.45,680.17,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
206,North Central,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),152120.38,680.17,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
206,North Central,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),2.72,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
206,North Central,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",209015.98,1534.97,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
206,North Central,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),33654.94,293.84,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
206,North Central,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),76962.6,293.84,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
206,North Central,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),2.29,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
206,North Central,Water use - Vegetables - Total area grown (ha),2704.05,105.64,Water use ,Vegetables ,Total area grown (ha)
206,North Central,Water use - Vegetables - Area watered (ha),1888.74,90.66,Water use ,Vegetables ,Area watered (ha)
206,North Central,Water use - Vegetables - Volume applied (ML),8890.01,90.66,Water use ,Vegetables ,Volume applied (ML)
206,North Central,Water use - Vegetables - Application rate (ML/ha),4.71,..,Water use ,Vegetables ,Application rate (ML/ha)
206,North Central,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",5721.78,119.74,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
206,North Central,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",5421.66,91.94,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
206,North Central,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",19479.07,91.94,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
206,North Central,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",3.59,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
206,North Central,Water use - Grapevines - Total area grown (ha),2221.66,131.68,Water use ,Grapevines ,Total area grown (ha)
206,North Central,Water use - Grapevines - Area watered (ha),2034.01,102.95,Water use ,Grapevines ,Area watered (ha)
206,North Central,Water use - Grapevines - Volume applied (ML),6888.78,102.95,Water use ,Grapevines ,Volume applied (ML)
206,North Central,Water use - Grapevines - Application rate (ML/ha),3.39,..,Water use ,Grapevines ,Application rate (ML/ha)
206,North Central,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",357.77,21.74,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
206,North Central,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",277.92,15.52,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
206,North Central,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",1446.17,15.52,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
206,North Central,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",5.2,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
206,North Central,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",522577.36,1476.84,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
206,North Central,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",16897.44,73.29,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
206,North Central,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",22995.93,73.29,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
206,North Central,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",1.36,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
206,North Central,Water use - Other crops n.e.c. - Total area grown (ha) (e),172688.87,813.02,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
206,North Central,Water use - Other crops n.e.c. - Area watered (ha),6272.48,45.99,Water use ,Other crops n.e.c.,Area watered (ha)
206,North Central,Water use - Other crops n.e.c. - Volume applied (ML),3157.61,45.99,Water use ,Other crops n.e.c.,Volume applied (ML)
206,North Central,Water use - Other crops n.e.c. - Application rate (ML/ha),0.5,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
207,North East,Area of holding - Total area (ha) (a),583076.02,1667.7,Area of holding ,,
207,North East,Number of agricultural businesses (no.),1667.7,1667.7,,,
207,North East,Number of agricultural businesses irrigating (no.),243.38,243.38,,,
207,North East,Water source - Total volume of water from all sources (ML) (b),35083.55,777.32,Water source ,,
207,North East,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),864.4,6.95,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
207,North East,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),6025.36,416.58,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
207,North East,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",19794.99,270.59,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
207,North East,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",18635.67,141.27,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
207,North East,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",1159.32,129.32,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
207,North East,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",8242.57,337.57,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
207,North East,Water source - Town or reticulated mains supply - Total volume used (ML),53.01,13.28,Water source ,Town or reticulated mains supply ,Total volume used (ML)
207,North East,Water source - Other sources of water (excluding rainfall) - Total volume used (ML),103.22,12.48,Water source ,Other sources of water (excluding rainfall) ,Total volume used (ML)
207,North East,Water use - Total area watered (ha),9765.96,243.38,Water use ,,
207,North East,Water use - Total volume applied (ML),29727.35,243.38,Water use ,,
207,North East,Water use - Total application rate (ML/ha),3.04,..,Water use ,,
207,North East,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),520544.74,1518.9,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
207,North East,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),4175.3,89.23,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
207,North East,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),12998.21,89.23,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
207,North East,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),3.11,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
207,North East,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",33556.79,789.2,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
207,North East,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),644.7,38.64,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
207,North East,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),1944.26,38.64,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
207,North East,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),3.02,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
207,North East,Water use - Vegetables - Total area grown (ha),15.03,3.27,Water use ,Vegetables ,Total area grown (ha)
207,North East,Water use - Vegetables - Area watered (ha),14.94,3.27,Water use ,Vegetables ,Area watered (ha)
207,North East,Water use - Vegetables - Volume applied (ML),58.9,3.27,Water use ,Vegetables ,Volume applied (ML)
207,North East,Water use - Vegetables - Application rate (ML/ha),3.94,..,Water use ,Vegetables ,Application rate (ML/ha)
207,North East,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",1130.75,86,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
207,North East,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",818.39,58.39,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
207,North East,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",998.63,58.39,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
207,North East,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",1.22,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
