"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
205,"Mallee","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","1469.44","2.39","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
205,"Mallee","Water use - Other crops n.e.c. - Total area grown (ha) (e)","299257.96","554.28","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
206,"North Central","Water use - Total area watered (ha)","122410.64","1114.42","Water use","",""
206,"North Central","Water use - Total volume applied (ML)","291940.57","1114.42","Water use","",""
206,"North Central","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","912343.19","2388.27","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
206,"North Central","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","55963.45","680.17","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
206,"North Central","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","152120.38","680.17","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
206,"North Central","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","209015.98","1534.97","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
206,"North Central","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","33654.94","293.84","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
206,"North Central","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","76962.6","293.84","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
206,"North Central","Water use - Vegetables - Total area grown (ha)","2704.05","105.64","Water use","Vegetables ","Total area grown (ha)"
206,"North Central","Water use - Vegetables - Area watered (ha)","1888.74","90.66","Water use","Vegetables ","Area watered (ha)"
206,"North Central","Water use - Vegetables - Volume applied (ML)","8890.01","90.66","Water use","Vegetables ","Volume applied (ML)"
206,"North Central","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","5721.78","119.74","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
206,"North Central","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","5421.66","91.94","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
206,"North Central","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","19479.07","91.94","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
206,"North Central","Water use - Grapevines - Total area grown (ha)","2221.66","131.68","Water use","Grapevines ","Total area grown (ha)"
206,"North Central","Water use - Grapevines - Area watered (ha)","2034.01","102.95","Water use","Grapevines ","Area watered (ha)"
206,"North Central","Water use - Grapevines - Volume applied (ML)","6888.78","102.95","Water use","Grapevines ","Volume applied (ML)"
206,"North Central","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","357.77","21.74","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
206,"North Central","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","277.92","15.52","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
206,"North Central","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","1446.17","15.52","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
206,"North Central","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","522577.36","1476.84","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
206,"North Central","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","16897.44","73.29","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
206,"North Central","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","22995.93","73.29","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
206,"North Central","Water use - Other crops n.e.c. - Total area grown (ha) (e)","172688.87","813.02","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
206,"North Central","Water use - Other crops n.e.c. - Area watered (ha)","6272.48","45.99","Water use","Other crops n.e.c.","Area watered (ha)"
206,"North Central","Water use - Other crops n.e.c. - Volume applied (ML)","3157.61","45.99","Water use","Other crops n.e.c.","Volume applied (ML)"
207,"North East","Water use - Total area watered (ha)","9765.96","243.38","Water use","",""
207,"North East","Water use - Total volume applied (ML)","29727.35","243.38","Water use","",""
207,"North East","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","520544.74","1518.9","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
207,"North East","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","4175.3","89.23","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
207,"North East","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","12998.21","89.23","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
207,"North East","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","33556.79","789.2","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
207,"North East","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","644.7","38.64","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
207,"North East","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","1944.26","38.64","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
207,"North East","Water use - Vegetables - Total area grown (ha)","15.03","3.27","Water use","Vegetables ","Total area grown (ha)"
207,"North East","Water use - Vegetables - Area watered (ha)","14.94","3.27","Water use","Vegetables ","Area watered (ha)"
207,"North East","Water use - Vegetables - Volume applied (ML)","58.9","3.27","Water use","Vegetables ","Volume applied (ML)"
207,"North East","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","1130.75","86","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
207,"North East","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","818.39","58.39","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
207,"North East","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","998.63","58.39","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
207,"North East","Water use - Grapevines - Total area grown (ha)","2489.81","79.59","Water use","Grapevines ","Total area grown (ha)"
207,"North East","Water use - Grapevines - Area watered (ha)","1708.75","56.4","Water use","Grapevines ","Area watered (ha)"
207,"North East","Water use - Grapevines - Volume applied (ML)","3159.98","56.4","Water use","Grapevines ","Volume applied (ML)"
207,"North East","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","25.09","6.54","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
207,"North East","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","20.72","5.45","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
207,"North East","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","72.86","5.45","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
207,"North East","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","12869.25","81.06","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
207,"North East","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","62","1","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
207,"North East","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","373","1","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
207,"North East","Water use - Other crops n.e.c. - Total area grown (ha) (e)","8206.42","75.07","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
207,"North East","Water use - Other crops n.e.c. - Area watered (ha)","2321.16","14.21","Water use","Other crops n.e.c.","Area watered (ha)"
207,"North East","Water use - Other crops n.e.c. - Volume applied (ML)","10121.52","14.21","Water use","Other crops n.e.c.","Volume applied (ML)"
208,"Port Phillip and Western Port","Water use - Total area watered (ha)","18163.41","834.07","Water use","",""
208,"Port Phillip and Western Port","Water use - Total volume applied (ML)","62005.74","834.07","Water use","",""
208,"Port Phillip and Western Port","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","217297.4","1596.25","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
208,"Port Phillip and Western Port","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","3596.11","76.83","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
208,"Port Phillip and Western Port","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","11398.66","76.83","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
208,"Port Phillip and Western Port","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","40644.19","802.94","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
208,"Port Phillip and Western Port","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","390.43","8.68","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
208,"Port Phillip and Western Port","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","359.25","8.68","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
208,"Port Phillip and Western Port","Water use - Vegetables - Total area grown (ha)","9886.86","272.36","Water use","Vegetables ","Total area grown (ha)"
208,"Port Phillip and Western Port","Water use - Vegetables - Area watered (ha)","5895.07","206.92","Water use","Vegetables ","Area watered (ha)"
208,"Port Phillip and Western Port","Water use - Vegetables - Volume applied (ML)","19654.06","206.92","Water use","Vegetables ","Volume applied (ML)"
208,"Port Phillip and Western Port","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","2669.81","210.89","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
208,"Port Phillip and Western Port","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","2258.43","181.89","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
